CSI_2,-8,-123,95,0,-11,-7,-9,-6,-9,-7,-12,-10,-12,-10,-11,-9,-10,-7,-11,-7,-12,-5,-13,-2,-12,-2,-10,-5,-12,-8,-12,-9,-11,-8,-13,-7,-16,-9,-14,-9,-11,-5,-10,-5,-9,-5,-9,-4,-10,-6,-11,-7,-10,-6,-3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,-6,-4,-7,-5,-5,-6,-3,-6,-4,-7,-5,-7,-7,-6,-7,-6,-5,-6,-6,-9,-7,-14,-7,-15,-5,-12,-6,-8,-7,-9,-6,-12,-5,-11,-6,-11,-7,-11,-8,-12,-10,-12,-11,-12,-14,-9,-14,-7,-10,-8,-8,-11,
CSI_2,28,-64,1,0,22,-10,22,-11,21,-11,19,-11,19,-11,18,-10,16,-10,15,-11,16,-11,16,-12,14,-12,14,-12,14,-12,14,-12,15,-12,15,-12,14,-11,13,-10,12,-10,12,-9,11,-9,11,-8,11,-8,11,-7,10,-7,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-2,20,-7,21,-6,22,-6,23,-5,23,-4,23,-4,23,-3,23,-2,23,-2,24,-2,25,-1,26,-1,25,-1,24,-1,23,-2,24,-2,23,-4,21,-5,21,-5,21,-5,21,-6,21,-7,21,-7,22,-7,24,-6,25,-5,
CSI_2,82,32,5,0,20,-16,20,-15,19,-15,19,-15,19,-16,19,-16,18,-15,17,-15,17,-15,17,-15,17,-15,17,-15,16,-15,16,-14,16,-13,16,-13,15,-13,14,-12,14,-11,14,-11,14,-10,13,-10,13,-9,13,-8,12,-8,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-3,8,-10,9,-10,10,-10,10,-11,11,-11,11,-11,12,-11,13,-12,14,-12,15,-12,16,-12,16,-12,17,-13,17,-13,17,-13,17,-13,17,-13,18,-14,18,-14,19,-14,19,-15,19,-15,20,-14,21,-15,21,-17,21,-18,
CSI_2,28,-64,1,0,-21,-19,-22,-19,-21,-17,-20,-16,-20,-15,-19,-14,-18,-13,-18,-12,-18,-12,-18,-12,-18,-11,-19,-10,-19,-10,-18,-11,-18,-11,-18,-11,-17,-10,-16,-10,-15,-9,-14,-9,-13,-9,-12,-9,-12,-9,-11,-9,-11,-8,-3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-17,-17,-18,-18,-18,-19,-18,-21,-17,-21,-16,-22,-16,-22,-15,-22,-14,-22,-15,-23,-15,-25,-15,-26,-14,-25,-14,-24,-14,-23,-15,-23,-16,-22,-16,-20,-16,-20,-17,-20,-18,-19,-18,-19,-17,-19,-18,-20,-19,-22,-18,-23,
CSI_2,28,-64,1,0,-26,6,-26,7,-24,7,-23,7,-22,7,-21,7,-19,7,-18,8,-18,7,-19,7,-17,8,-16,8,-16,8,-16,8,-16,8,-16,8,-15,7,-14,7,-13,6,-12,6,-12,5,-11,4,-11,4,-11,3,-10,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,-24,2,-24,2,-26,1,-27,0,-26,0,-27,-1,-27,-2,-26,-2,-26,-3,-27,-3,-28,-4,-29,-5,-28,-5,-27,-4,-26,-3,-27,-2,-26,-1,-25,1,-25,1,-25,2,-25,2,-25,3,-25,3,-26,2,-27,2,-27,0,
CSI_2,-117,-80,8,0,-5,31,-5,30,-4,29,-4,28,-4,28,-4,28,-4,27,-5,26,-5,25,-5,24,-4,23,-3,22,-2,22,-2,21,-1,20,-2,19,-4,18,-5,18,-4,18,-3,17,-4,15,-5,14,-5,12,-5,12,-5,12,-2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,-1,13,-2,14,-3,14,-3,14,-3,15,-4,18,-5,18,-5,18,-6,19,-7,20,-8,20,-8,20,-8,21,-8,21,-8,21,-8,21,-8,23,-9,25,-9,25,-7,25,-6,26,-5,28,-6,29,-7,30,-7,31,
CSI_2,-117,-80,8,0,25,-15,25,-15,25,-13,23,-13,22,-13,22,-13,21,-13,19,-12,18,-12,18,-12,17,-12,16,-13,16,-12,15,-11,14,-11,14,-11,15,-10,13,-10,12,-10,12,-9,12,-9,11,-8,11,-7,11,-7,9,-6,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-3,11,-10,13,-10,14,-10,13,-10,16,-10,17,-9,18,-9,19,-10,19,-11,20,-11,21,-10,22,-10,23,-11,24,-11,24,-11,26,-10,26,-9,26,-10,26,-11,27,-12,28,-13,28,-14,29,-14,29,-14,27,-14,27,-12,
CSI_2,28,-64,1,0,-16,-23,-16,-22,-16,-21,-16,-19,-15,-19,-15,-18,-14,-16,-15,-15,-15,-16,-16,-15,-16,-14,-17,-13,-17,-14,-16,-14,-16,-15,-16,-15,-15,-14,-14,-13,-13,-13,-13,-12,-12,-12,-11,-12,-11,-12,-10,-11,-10,-11,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-5,-11,-19,-11,-20,-11,-22,-11,-23,-10,-23,-9,-23,-8,-24,-7,-24,-7,-24,-8,-25,-8,-26,-8,-27,-7,-26,-7,-25,-7,-24,-8,-25,-9,-24,-10,-22,-10,-22,-11,-22,-11,-22,-12,-22,-12,-22,-13,-23,-13,-24,-12,-25,
CSI_2,28,-64,1,0,-24,9,-24,10,-23,10,-21,10,-20,10,-19,10,-18,10,-17,10,-18,10,-18,10,-16,11,-16,11,-16,11,-16,11,-17,11,-16,11,-15,10,-14,9,-13,9,-13,9,-13,8,-13,7,-13,7,-12,6,-12,6,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,1,-20,6,-21,6,-22,6,-23,5,-23,4,-23,3,-23,3,-23,2,-24,2,-25,1,-26,1,-26,0,-26,0,-24,0,-24,1,-25,2,-24,3,-23,4,-22,5,-22,5,-23,6,-23,6,-23,6,-24,6,-26,6,-27,4,
CSI_2,82,32,5,0,-14,-5,-13,-5,-13,-5,-13,-5,-13,-4,-13,-4,-13,-4,-13,-4,-13,-4,-13,-4,-12,-3,-12,-3,-12,-3,-12,-3,-12,-3,-11,-3,-11,-4,-11,-4,-10,-4,-10,-4,-9,-3,-9,-3,-8,-3,-8,-4,-8,-4,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,-8,-2,-8,-3,-8,-3,-9,-3,-9,-3,-10,-4,-10,-4,-10,-4,-11,-4,-11,-5,-11,-5,-11,-6,-11,-5,-11,-5,-12,-5,-12,-6,-12,-6,-12,-6,-12,-5,-13,-5,-13,-5,-13,-5,-13,-6,-14,-5,-15,-5,-15,-4,
